timestamp_ms,elapsed_after_fault_ms,phase,motor.m1,motor.m2,motor.m3,motor.m4,ftAlloc.active,ftAlloc.failedMotor,ftAlloc.residualYaw,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,stateEstimate.z
0,,pre_fault,65535,65535,65535,65535,0,0,0.0007308995458157077,0.5302940964991276,0.16112525380858259,0.11347232252559965,0.0
50,,pre_fault,29367,29061,29481,29191,0,0,0.0011213991473666847,-0.1989814620398646,-0.13714288300342695,0.054400381526491404,0.5053459657273511
100,,pre_fault,29406,28924,29495,29100,0,0,0.000708635359112193,-0.18175156177076712,0.16765624634077078,0.4496586032679475,0.4974631705895907
150,,pre_fault,29210,28917,29182,29094,0,0,0.0015937833989238467,0.34793602682339564,-0.23343317212912287,0.6651044438039962,0.5022751342628047
200,,pre_fault,28977,29173,29127,28888,0,0,-0.0010424335087843544,-0.3820869849129832,0.36954574005447643,0.4120636057129657,0.49273920428088436
250,,pre_fault,28784,29008,29346,29014,0,0,0.00017776767548434677,0.45754576663495766,-0.17000955230722467,-0.29654765567490265,0.4914959583141133
300,,pre_fault,28903,28821,29002,29088,0,0,0.0012712597783473428,0.41454596427256174,0.19540435053622016,-0.22550668096834148,0.4986397343954613
350,,pre_fault,28765,29065,28821,29025,0,0,-1.7396867528946108e-05,-0.340481492353631,0.3182059756730611,-0.30246848746559224,0.49665791962163186
400,,pre_fault,29134,29487,29108,28815,0,0,0.00018627011731453988,0.3728005078742265,0.05976326014530703,0.35990842058491357,0.4994882204437163
450,,pre_fault,28876,29023,28788,28855,0,0,0.0009613273646917476,0.1704494712251476,0.15149758420418113,0.4356067747087236,0.5018242237339972
500,,pre_fault,29035,29099,28992,28758,0,0,-7.254900059973119e-05,-0.03381316921180982,0.10825209734697781,0.05750801185641611,0.5009207393955122
550,,pre_fault,28860,28619,28800,28921,0,0,0.001413895007342142,0.10606596918649314,0.0883942762873069,-0.13467079322877554,0.497680551452594
600,,pre_fault,28868,28486,29185,28825,0,0,0.0020618790515694015,0.2818681610587013,-0.0614564856917307,0.07287430160483349,0.4949440600183329
650,,pre_fault,29100,29070,29127,28900,0,0,-0.0012037551041560737,0.07918598838030404,-0.03467426989739947,-0.5891706971682976,0.49442737675211273
700,,pre_fault,28663,28872,28871,29221,0,0,-0.00042795313566059963,0.10313890458397008,0.04701017484422315,-0.05589900279588883,0.5009616815867729
750,,pre_fault,29182,29307,28790,28813,0,0,-0.0011067929345424735,0.007905660526295773,-0.1883267979242317,-0.7999144811891736,0.508451725452163
800,,pre_fault,28733,28954,28687,28708,0,0,0.0004931399357347348,0.013945881608333089,-0.01145612867258353,0.003257327604988441,0.49989755202346264
850,,pre_fault,28750,28592,28735,28949,0,0,0.0008070690543126105,-0.2247154448686025,-0.2759398760447744,-0.30812783347425554,0.49402244247873023
900,,pre_fault,28864,28851,28953,28941,0,0,-0.0022514826002001573,-0.02285976279548413,-0.15271619003693107,0.15244573397122985,0.4991596033351332
950,,pre_fault,29268,28416,28688,29071,0,0,-0.0008836330905686214,-0.05717911356553471,-0.20218615098677806,-0.012867741425427202,0.5040416937293208
1000,,pre_fault,29178,28902,28779,28919,0,0,-0.00020323246365499563,0.04175797957339576,0.24327819773952802,0.08852652631178744,0.5010705329994971
1050,,pre_fault,29301,28945,28697,28879,0,0,-0.0003380858201027371,-0.3081216124633188,0.02965644276695153,0.23236837617831607,0.49387374807540746
1100,,pre_fault,28810,28860,29097,28908,0,0,-0.000573582792738005,-0.02722767275650522,-0.12440626037452691,-0.1640342087241156,0.5002129013642751
1150,,pre_fault,28674,29151,28648,29192,0,0,0.001061455377186372,-0.2646047266273234,0.09260370454235724,-0.5987553175929687,0.502901133644853
1200,,pre_fault,29178,28931,29457,28931,0,0,-0.00026741525944192976,-0.13421808537380137,0.23346451310719096,-0.0663622209984316,0.5043812822405236
1250,,pre_fault,28962,28747,28911,29085,0,0,0.0005146170553015585,-0.03552327182249419,-0.07689859085337114,-0.1826734524495294,0.4902008076708335
1300,,pre_fault,28872,29158,28568,28794,0,0,0.0009990170614990186,-0.21572013147789773,0.06591236674347892,0.5429217354933045,0.4981491309774043
1350,,pre_fault,28868,28970,28944,29142,0,0,-0.0006044403117510947,0.368870033342931,-0.2952940645193308,-0.5453242393355497,0.5027510607188181
1400,,pre_fault,29041,28933,28832,28893,0,0,-2.531674075119811e-06,0.22625482317484044,-0.24535726970164837,-0.7614233882154886,0.5098863498057771
1450,,pre_fault,28877,28537,28598,28975,0,0,0.00033493814480329285,0.30939536841957077,-0.08231460894502683,-0.30973884986098216,0.506106050216626
1500,,pre_fault,28646,29083,28657,28966,0,0,0.0007844403502692835,0.3945275372104819,0.04662239034967462,0.2112354899711907,0.49473015870877063
1550,,pre_fault,28885,28970,29363,28782,0,0,-0.0009094276557965376,-0.23628530347385812,-0.1700119509800913,0.22659677066828354,0.5050789077617096
1600,,pre_fault,28667,28676,28761,28899,0,0,0.0003315032165949311,0.09911920790699684,0.2346572597300607,-0.09370468934632538,0.49805663739843625
1650,,pre_fault,28630,29124,28824,29006,0,0,0.0006947164037907141,0.06091806970134386,-0.42251289280118703,0.059412763740184865,0.4996184195878829
1700,,pre_fault,29157,28909,29053,29008,0,0,0.0009856031452219482,0.04926603668951061,0.005232800762747021,-0.38742461301499354,0.49858210735135206
1750,,pre_fault,28686,29157,28659,28818,0,0,0.0003551832148361048,0.08865908950587607,0.06970687321223062,0.3835452546559725,0.501785729430054
1800,,pre_fault,28703,28929,28963,28972,0,0,-0.001421261070043864,-0.15249126561256826,0.0768003432766734,-0.11098522260331789,0.5087137057011446
1850,,pre_fault,29030,29071,28752,29176,0,0,0.0003638834706493049,-0.3553575726567775,-0.24851157699240556,0.29536558602511526,0.4953399336783859
1900,,pre_fault,29341,28691,28842,28643,0,0,-0.000629647019778645,-0.18328863047011792,-0.31999557824076064,-0.3743381604927923,0.5045348106020879
1950,,pre_fault,29058,28584,28642,28838,0,0,-0.00017595646698852067,-0.15941759749547363,-0.06963342995130223,-0.03850745890712836,0.5006237360391261
2000,,pre_fault,29080,29178,29012,28888,0,0,-0.00036476078037293977,-0.08334217409177039,0.34857721683206677,0.06582639873776988,0.504306547481912
2049,,pre_fault,28945,28590,29010,28680,0,0,-0.00038039572343612774,0.05153213441163047,-0.005020536609669338,-0.7677280614626205,0.5044880221942658
2099,,pre_fault,28849,29035,29035,28798,0,0,-0.000591915442643601,-0.23178252691220072,0.24954465588085106,0.03364386415206635,0.4996967610727577
2149,,pre_fault,28772,28859,28813,28847,0,0,0.0019031523383077334,-0.3047757684330569,-0.24239390170879724,-0.14348677756155293,0.5036038813429449
2199,,pre_fault,29069,29166,28939,29008,0,0,-0.0001979678382612693,-0.10856312248490471,0.26954279708199513,-0.07783384730683862,0.506372955373028
2249,,pre_fault,28971,28988,29042,28776,0,0,2.815987965856776e-05,-0.17038102033183922,-0.5298545999836709,0.31170619668641897,0.49464605778001425
2299,,pre_fault,28939,29062,28765,28894,0,0,-0.0004116549941509627,0.03012047141395407,0.3819813462378344,-0.21311343209647868,0.5067365191483097
2349,,pre_fault,28856,29144,28834,28578,0,0,0.00019818392117982797,-0.40609906703947385,-0.0026395230146463284,0.02351737678068932,0.5019147464478391
2399,,pre_fault,29054,28840,28877,28669,0,0,0.00047416916153926664,-0.05765254769673165,0.3276389824138786,-0.36869700568188213,0.5079239976385346
