timestamp_ms,elapsed_after_fault_ms,phase,motor.m1,motor.m2,motor.m3,motor.m4,ftAlloc.active,ftAlloc.failedMotor,ftAlloc.residualYaw,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,stateEstimate.z
0,,pre_fault,65535,65200,65413,65329,0,0,-0.0007398740924208854,0.3631018154536551,0.2746667231248807,-0.3493984040183875,0.0
50,,pre_fault,29459,29575,29340,29318,0,0,0.0002080995744287962,-0.015450550002678788,0.0839806464532831,0.18332345697406985,0.4961422201311519
100,,pre_fault,29380,29261,29125,29192,0,0,0.0033463867482071796,0.5954036549368751,-0.14335084337552598,0.4985013228617464,0.4994952177565123
150,,pre_fault,29086,29025,28638,28788,0,0,-0.00018521982470944218,-0.004296955540251549,-0.026239016726806657,-0.23969343181280173,0.5028437306119762
200,,pre_fault,28977,28975,28924,28810,0,0,0.0008457445491502105,-0.38065023523217717,0.5246519179497734,0.5526424775647846,0.4978432384250965
250,,pre_fault,29255,29127,29323,29135,0,0,-0.0012887152844891785,-0.467782219460517,-0.35845250343472623,0.32375668593101214,0.49995571172107683
300,,pre_fault,28788,28619,28660,29144,0,0,0.00076159404785194,0.3423274635911764,0.05544255987125681,0.13027843689057514,0.501414438495695
350,,pre_fault,29518,28704,29309,28812,0,0,9.59445811886586e-05,-0.11329671744056395,-0.5620005955370422,0.47047851610430175,0.5023459187902942
400,,pre_fault,29319,28924,28658,29062,0,0,9.894602121846081e-05,-0.2740041751922799,-0.17872128057661352,0.6592521736188165,0.49458835140187946
450,,pre_fault,29109,28979,28736,28887,0,0,-0.0011043259720432482,0.41269714444036526,-0.029727904488442747,0.3464209468633143,0.5015418478905841
500,,pre_fault,28977,28853,28869,28923,0,0,-0.0003745061343475688,-0.06481265060963018,0.08749717782933501,-0.22797314764802554,0.4992509021798514
550,,pre_fault,28799,28481,28765,28928,0,0,-0.0013357971530261093,-0.12642152709369425,0.025342106376953666,0.3153093115030297,0.4964632695937845
600,,pre_fault,28564,28784,28833,29194,0,0,-0.0006968096323474724,0.1815437448859892,0.176641587178869,0.06887239780176539,0.4961996029306296
650,,pre_fault,29003,28756,29003,28941,0,0,-0.0005953755202670326,-0.011516202036570545,-0.5667963811061757,-0.5645844312245075,0.49855543739347247
700,,pre_fault,28805,28550,28945,28948,0,0,-0.0014269652238281631,0.08062209514343974,-0.01102363504998452,0.07738145611778414,0.49481424488944026
750,,pre_fault,28902,28495,29446,28942,0,0,0.00023450944718075004,0.023450085489311073,0.25556441845015654,0.1089803319019908,0.49256564928835195
800,,pre_fault,28877,28830,28879,28908,0,0,0.0010213483688661037,-0.20147367083913892,-0.06283968446115533,-0.3995013141950005,0.500245829913708
850,,pre_fault,28827,28626,29031,29091,0,0,0.0016567333302961813,-0.2685792743524816,-0.28878855501088063,-0.10548644957751058,0.503856446438903
900,,pre_fault,29165,28842,28814,28692,0,0,0.0024735979805319028,0.19717929233565143,-0.4545957017085869,-0.6810351687159641,0.49882614630572186
950,,pre_fault,29035,28946,28605,29362,0,0,0.00015517987228628015,0.08656810868687453,-0.3660449637587573,-0.028179009685869456,0.5037722622608668
1000,,pre_fault,29094,28619,28699,28799,0,0,-0.0008548309896012752,-0.059299909103987955,0.016009817386132302,-0.30976671604020134,0.4981057527282964
1050,,pre_fault,29120,28983,29082,29057,0,0,1.4223946301534495e-06,-0.7075327990385674,-0.24082969920669597,-0.5835110632534213,0.49515661723042154
1100,,pre_fault,28797,28900,29068,29161,0,0,-0.0005157408789248853,-0.18784493095216562,-0.1879321320625298,0.3248750379326697,0.4925452252891694
